entry_time,exit_time,symbol,option_symbol,direction,entry_price,exit_price,size_contracts,size_dollars,sl,tp,pnl,pnl_percent,dte,model,prediction,tags
2025-03-18 14:30:00+00:00,2025-03-18 16:30:00+00:00,SPY_C_556.0_2025-03-18,N/A,LONG,4.469970703125,4.55999755859375,16,71.51953125,0.0,0.0,1.4404296875,0.020140368124965863,0,N/A,N/A,backtest
2025-03-19 14:30:00+00:00,2025-03-19 16:30:00+00:00,SPY_C_561.0_2025-03-19,N/A,LONG,4.07000732421875,2.3499755859375,18,73.2601318359375,0.0,0.0,-30.9605712890625,-0.4226114601922529,0,N/A,N/A,backtest
2025-03-20 14:30:00+00:00,2025-03-20 16:30:00+00:00,SPY_P_565.0_2025-03-20,N/A,LONG,0.5,0.25067138671875,135,67.5,0.0,0.0,-33.65936279296875,-0.4986572265625,0,N/A,N/A,backtest
2025-03-21 14:30:00+00:00,2025-03-21 16:30:00+00:00,SPY_C_556.0_2025-03-21,N/A,LONG,4.33001708984375,6.07000732421875,14,60.6202392578125,0.0,0.0,24.35986328125,0.4018437337017042,0,N/A,N/A,backtest
2025-03-24 15:30:00+00:00,2025-03-24 16:30:00+00:00,SPY_C_569.0_2025-03-24,N/A,LONG,4.75,4.04998779296875,13,61.75,0.0,0.0,-9.10015869140625,-0.14737099095394737,0,N/A,N/A,backtest
2025-03-26 14:30:00+00:00,2025-03-26 16:30:00+00:00,SPY_P_568.0_2025-03-26,N/A,LONG,0.5,0.0,128,64.0,0.0,0.0,-64.0,-1.0,0,N/A,N/A,backtest
2025-03-27 14:30:00+00:00,2025-03-27 16:30:00+00:00,SPY_P_566.0_2025-03-27,N/A,LONG,0.5,0.0,102,51.0,0.0,0.0,-51.0,-1.0,0,N/A,N/A,backtest
2025-03-28 14:30:00+00:00,2025-03-28 16:30:00+00:00,SPY_P_555.0_2025-03-28,N/A,LONG,0.5,0.0,82,41.0,0.0,0.0,-41.0,-1.0,0,N/A,N/A,backtest
2025-03-31 14:30:00+00:00,2025-03-31 16:30:00+00:00,SPY_C_549.0_2025-03-31,N/A,LONG,4.030029296875,4.6400146484375,8,32.240234375,0.0,0.0,4.8798828125,0.15136002907857274,0,N/A,N/A,backtest
2025-04-01 14:30:00+00:00,2025-04-01 16:30:00+00:00,SPY_C_557.0_2025-04-01,N/A,LONG,4.29901123046875,2.41998291015625,7,30.09307861328125,0.0,0.0,-13.1531982421875,-0.4370838361609995,0,N/A,N/A,backtest
2025-04-02 14:30:00+00:00,2025-04-02 16:30:00+00:00,SPY_C_560.0_2025-04-02,N/A,LONG,3.80999755859375,6.076904296875,8,30.47998046875,0.0,0.0,18.13525390625,0.5949890264806241,0,N/A,N/A,backtest
2025-04-03 14:30:00+00:00,2025-04-03 16:30:00+00:00,SPY_C_539.0_2025-04-03,N/A,LONG,3.22998046875,3.260009765625,10,32.2998046875,0.0,0.0,0.30029296875,0.009297052154195011,0,N/A,N/A,backtest
2025-04-04 14:30:00+00:00,2025-04-04 16:30:00+00:00,SPY_P_515.0_2025-04-04,N/A,LONG,0.5,3.839996337890625,69,34.5,0.0,0.0,230.45974731445312,6.67999267578125,0,N/A,N/A,backtest
2025-04-07 14:30:00+00:00,2025-04-07 16:30:00+00:00,SPY_C_489.0_2025-04-07,N/A,LONG,5.290008544921875,16.6199951171875,15,79.35012817382812,0.0,0.0,169.94979858398438,2.1417709396975937,0,N/A,N/A,backtest
2025-04-08 15:30:00+00:00,2025-04-08 16:30:00+00:00,SPY_P_513.0_2025-04-08,N/A,LONG,0.5,10.54998779296875,230,115.0,0.0,0.0,2311.4971923828125,20.0999755859375,0,N/A,N/A,backtest
2025-04-09 14:30:00+00:00,2025-04-09 16:30:00+00:00,SPY_C_498.0_2025-04-09,N/A,LONG,0.779998779296875,25.96002197265625,740,577.1990966796875,0.0,0.0,18633.217163085938,32.2821315387926,0,N/A,N/A,backtest
2025-04-10 14:30:00+00:00,2025-04-10 16:30:00+00:00,SPY_P_522.0_2025-04-10,N/A,LONG,0.5,2.67999267578125,8607,4303.5,0.0,0.0,18763.19696044922,4.3599853515625,0,N/A,N/A,backtest
2025-04-11 14:30:00+00:00,2025-04-11 15:30:00+00:00,SPY_C_521.0_2025-04-11,N/A,LONG,2.58001708984375,6.8900146484375,3122,8054.8133544921875,0.0,0.0,13455.812377929688,1.6705306238319415,0,N/A,N/A,backtest
2025-04-11 15:30:00+00:00,2025-04-11 16:30:00+00:00,SPY_C_526.0_2025-04-11,N/A,LONG,1.8900146484375,3.83001708984375,5686,10746.623291015625,0.0,0.0,11030.853881835938,1.026448362720403,0,N/A,N/A,backtest
2025-04-14 14:30:00+00:00,2025-04-14 16:30:00+00:00,SPY_P_536.0_2025-04-14,N/A,LONG,0.5,0.0,25907,12953.5,0.0,0.0,-12953.5,-1.0,0,N/A,N/A,backtest
2025-04-15 14:30:00+00:00,2025-04-15 16:30:00+00:00,SPY_C_538.0_2025-04-15,N/A,LONG,2.67010498046875,0.0,3881,10362.677429199219,0.0,0.0,-10362.677429199219,-1.0,0,N/A,N/A,backtest
2025-04-16 14:30:00+00:00,2025-04-16 16:30:00+00:00,SPY_P_532.0_2025-04-16,N/A,LONG,0.5,0.47052001953125,16581,8290.5,0.0,0.0,-488.80755615234375,-0.0589599609375,0,N/A,N/A,backtest
2025-04-17 14:30:00+00:00,2025-04-17 16:30:00+00:00,SPY_C_525.0_2025-04-17,N/A,LONG,2.21002197265625,2.67999267578125,3707,8192.551452636719,0.0,0.0,1742.181396484375,0.2126543124637521,0,N/A,N/A,backtest
2025-04-21 14:30:00+00:00,2025-04-21 16:30:00+00:00,SPY_P_512.0_2025-04-21,N/A,LONG,0.5,2.038787841796875,17082,8541.0,0.0,0.0,26285.57391357422,3.07757568359375,0,N/A,N/A,backtest
2025-04-22 14:30:00+00:00,2025-04-22 16:30:00+00:00,SPY_C_523.0_2025-04-22,N/A,LONG,2.44000244140625,0.0,5655,13798.213806152344,0.0,0.0,-13798.213806152344,-1.0,0,N/A,N/A,backtest
2025-04-23 14:30:00+00:00,2025-04-23 16:30:00+00:00,SPY_P_536.0_2025-04-23,N/A,LONG,0.5,0.0,22077,11038.5,0.0,0.0,-11038.5,-1.0,0,N/A,N/A,backtest
2025-04-24 14:30:00+00:00,2025-04-24 16:30:00+00:00,SPY_C_540.0_2025-04-24,N/A,LONG,2.97998046875,4.97998046875,2963,8829.68212890625,0.0,0.0,5926.0,0.6711453383581845,0,N/A,N/A,backtest
2025-04-25 14:30:00+00:00,2025-04-25 16:30:00+00:00,SPY_C_544.0_2025-04-25,N/A,LONG,2.96002197265625,6.97442626953125,3383,10013.754333496094,0.0,0.0,13580.729736328125,1.3562076004701322,0,N/A,N/A,backtest
2025-04-28 14:30:00+00:00,2025-04-28 16:30:00+00:00,SPY_P_544.0_2025-04-28,N/A,LONG,0.5,0.0,25464,12732.0,0.0,0.0,-12732.0,-1.0,0,N/A,N/A,backtest
2025-04-29 14:30:00+00:00,2025-04-29 16:30:00+00:00,SPY_C_549.0_2025-04-29,N/A,LONG,3.73980712890625,3.6300048828125,2723,10183.494812011719,0.0,0.0,-298.99151611328125,-0.02936040344034077,0,N/A,N/A,backtest
2025-04-30 14:30:00+00:00,2025-04-30 16:30:00+00:00,SPY_P_546.0_2025-04-30,N/A,LONG,0.5,0.0,20252,10126.0,0.0,0.0,-10126.0,-1.0,0,N/A,N/A,backtest
2025-05-01 14:30:00+00:00,2025-05-01 16:30:00+00:00,SPY_P_560.0_2025-05-01,N/A,LONG,0.5,0.0,16202,8101.0,0.0,0.0,-8101.0,-1.0,0,N/A,N/A,backtest
2025-05-02 14:30:00+00:00,2025-05-02 16:30:00+00:00,SPY_C_561.0_2025-05-02,N/A,LONG,4.1500244140625,5.780029296875,1561,6478.1881103515625,0.0,0.0,2544.4376220703125,0.39276995028973144,0,N/A,N/A,backtest
2025-05-05 14:30:00+00:00,2025-05-05 16:30:00+00:00,SPY_C_561.0_2025-05-05,N/A,LONG,4.30487060546875,4.15997314453125,1623,6986.804992675781,0.0,0.0,-235.1685791015625,-0.033658958472161174,0,N/A,N/A,backtest
2025-05-06 14:30:00+00:00,2025-05-06 16:30:00+00:00,SPY_P_558.0_2025-05-06,N/A,LONG,0.5,0.0,13885,6942.5,0.0,0.0,-6942.5,-1.0,0,N/A,N/A,backtest
2025-05-07 15:30:00+00:00,2025-05-07 16:30:00+00:00,SPY_C_556.0_2025-05-07,N/A,LONG,3.67999267578125,5.243408203125,1509,5553.108947753906,0.0,0.0,2359.1940307617188,0.42484202146186123,0,N/A,N/A,backtest
2025-05-08 14:30:00+00:00,2025-05-08 16:30:00+00:00,SPY_C_562.0_2025-05-08,N/A,LONG,4.70001220703125,7.20001220703125,1282,6025.4156494140625,0.0,0.0,3205.0,0.5319135121096032,0,N/A,N/A,backtest
2025-05-12 15:30:00+00:00,2025-05-12 16:30:00+00:00,SPY_C_575.0_2025-05-12,N/A,LONG,4.79998779296875,6.31988525390625,1388,6662.383056640625,0.0,0.0,2109.61767578125,0.3166461096346782,0,N/A,N/A,backtest
2025-05-13 15:30:00+00:00,2025-05-13 16:30:00+00:00,SPY_C_583.0_2025-05-13,N/A,LONG,5.19171142578125,5.33001708984375,1365,7086.686096191406,0.0,0.0,188.7872314453125,0.026639705623023476,0,N/A,N/A,backtest
2025-05-15 14:30:00+00:00,2025-05-15 16:30:00+00:00,SPY_C_583.0_2025-05-15,N/A,LONG,5.8499755859375,7.68499755859375,1218,7125.270263671875,0.0,0.0,2235.0567626953125,0.3136802787805438,0,N/A,N/A,backtest
2025-05-19 14:30:00+00:00,2025-05-19 16:30:00+00:00,SPY_C_587.0_2025-05-19,N/A,LONG,5.85650634765625,8.1099853515625,1293,7572.462707519531,0.0,0.0,2913.7483520507812,0.38478213291924174,0,N/A,N/A,backtest
2025-05-20 14:30:00+00:00,2025-05-20 16:30:00+00:00,SPY_P_588.0_2025-05-20,N/A,LONG,0.5,0.0,16313,8156.5,0.0,0.0,-8156.5,-1.0,0,N/A,N/A,backtest
2025-05-21 15:30:00+00:00,2025-05-21 16:30:00+00:00,SPY_C_587.0_2025-05-21,N/A,LONG,5.2896728515625,0.0,1233,6522.1666259765625,0.0,0.0,-6522.1666259765625,-1.0,0,N/A,N/A,backtest
2025-05-22 14:30:00+00:00,2025-05-22 16:30:00+00:00,SPY_C_578.0_2025-05-22,N/A,LONG,5.04998779296875,6.66998291015625,1033,5216.637390136719,0.0,0.0,1673.4549560546875,0.32079188774338585,0,N/A,N/A,backtest
2025-05-23 15:30:00+00:00,2025-05-23 16:30:00+00:00,SPY_C_574.0_2025-05-23,N/A,LONG,5.15997314453125,7.09002685546875,1076,5552.131103515625,0.0,0.0,2076.73779296875,0.37404336357507006,0,N/A,N/A,backtest
2025-05-27 15:30:00+00:00,2025-05-27 16:30:00+00:00,SPY_C_584.0_2025-05-27,N/A,LONG,5.8699951171875,6.17010498046875,1017,5969.7850341796875,0.0,0.0,305.21173095703125,0.0511260839727993,0,N/A,N/A,backtest
2025-05-29 14:30:00+00:00,2025-05-29 16:30:00+00:00,SPY_P_586.0_2025-05-29,N/A,LONG,0.5,0.0,12063,6031.5,0.0,0.0,-6031.5,-1.0,0,N/A,N/A,backtest
2025-05-30 14:30:00+00:00,2025-05-30 16:30:00+00:00,SPY_P_584.0_2025-05-30,N/A,LONG,0.5,0.0,9651,4825.5,0.0,0.0,-4825.5,-1.0,0,N/A,N/A,backtest
2025-06-02 14:30:00+00:00,2025-06-02 16:30:00+00:00,SPY_C_584.0_2025-06-02,N/A,LONG,5.03997802734375,5.8599853515625,765,3855.5831909179688,0.0,0.0,627.3056030273438,0.1627005752346352,0,N/A,N/A,backtest
2025-06-03 14:30:00+00:00,2025-06-03 16:30:00+00:00,SPY_C_590.0_2025-06-03,N/A,LONG,5.469970703125,6.75,728,3982.138671875,0.0,0.0,931.861328125,0.23401026556572194,0,N/A,N/A,backtest
2025-06-04 14:30:00+00:00,2025-06-04 16:30:00+00:00,SPY_P_592.0_2025-06-04,N/A,LONG,0.5,0.0,8344,4172.0,0.0,0.0,-4172.0,-1.0,0,N/A,N/A,backtest
2025-06-05 14:30:00+00:00,2025-06-05 16:30:00+00:00,SPY_P_593.0_2025-06-05,N/A,LONG,0.5,0.0,6675,3337.5,0.0,0.0,-3337.5,-1.0,0,N/A,N/A,backtest
2025-06-09 14:30:00+00:00,2025-06-09 16:30:00+00:00,SPY_C_594.0_2025-06-09,N/A,LONG,5.71502685546875,6.83001708984375,467,2668.9175415039062,0.0,0.0,520.700439453125,0.19509798686388638,0,N/A,N/A,backtest
2025-06-11 14:30:00+00:00,2025-06-11 16:30:00+00:00,SPY_P_599.0_2025-06-11,N/A,LONG,0.5,0.0,5549,2774.5,0.0,0.0,-2774.5,-1.0,0,N/A,N/A,backtest
2025-06-13 15:30:00+00:00,2025-06-13 16:30:00+00:00,SPY_P_595.0_2025-06-13,N/A,LONG,0.5,0.0,4439,2219.5,0.0,0.0,-2219.5,-1.0,0,N/A,N/A,backtest
2025-06-16 15:30:00+00:00,2025-06-16 16:30:00+00:00,SPY_P_597.0_2025-06-16,N/A,LONG,0.5,0.0,3551,1775.5,0.0,0.0,-1775.5,-1.0,0,N/A,N/A,backtest
2025-06-17 14:30:00+00:00,2025-06-17 16:30:00+00:00,SPY_C_595.0_2025-06-17,N/A,LONG,5.969970703125,4.0,237,1414.883056640625,0.0,0.0,-466.883056640625,-0.3299799615589089,0,N/A,N/A,backtest
2025-06-18 14:30:00+00:00,2025-06-18 16:30:00+00:00,SPY_P_595.0_2025-06-18,N/A,LONG,0.5,0.0,2654,1327.0,0.0,0.0,-1327.0,-1.0,0,N/A,N/A,backtest
2025-06-20 14:30:00+00:00,2025-06-20 16:30:00+00:00,SPY_C_590.0_2025-06-20,N/A,LONG,5.780029296875,3.55499267578125,183,1057.745361328125,0.0,0.0,-407.18170166015625,-0.38495248152059136,0,N/A,N/A,backtest
2025-06-23 14:30:00+00:00,2025-06-23 16:30:00+00:00,SPY_P_591.0_2025-06-23,N/A,LONG,0.5,0.0,1960,980.0,0.0,0.0,-980.0,-1.0,0,N/A,N/A,backtest
2025-07-03 15:30:00+00:00,2025-07-07 13:30:00+00:00,SPY_P_624.0_2025-07-03,N/A,LONG,0.5,0.96002197265625,1568,784.0,0.0,0.0,721.314453125,0.9200439453125,0,N/A,N/A,backtest
2025-07-07 15:30:00+00:00,2025-07-07 16:30:00+00:00,SPY_P_619.0_2025-07-07,N/A,LONG,0.5,0.0,1857,928.5,0.0,0.0,-928.5,-1.0,0,N/A,N/A,backtest
2025-07-16 14:30:00+00:00,2025-07-16 16:30:00+00:00,SPY_P_620.0_2025-07-16,N/A,LONG,0.5,0.0,1485,742.5,0.0,0.0,-742.5,-1.0,0,N/A,N/A,backtest
2025-07-31 15:30:00+00:00,2025-07-31 16:30:00+00:00,SPY_P_636.0_2025-07-31,N/A,LONG,0.5,1.15997314453125,1188,594.0,0.0,0.0,784.048095703125,1.3199462890625,0,N/A,N/A,backtest
2025-08-01 14:30:00+00:00,2025-08-01 16:30:00+00:00,SPY_C_620.0_2025-08-01,N/A,LONG,2.010009765625,0.57000732421875,373,749.733642578125,0.0,0.0,-537.1209106445312,-0.7164156443580711,0,N/A,N/A,backtest
2025-08-04 14:30:00+00:00,2025-08-04 16:30:00+00:00,SPY_C_627.0_2025-08-04,N/A,LONG,2.5,3.28997802734375,257,642.5,0.0,0.0,203.02435302734375,0.3159912109375,0,N/A,N/A,backtest
2025-08-05 14:30:00+00:00,2025-08-05 16:30:00+00:00,SPY_C_626.0_2025-08-05,N/A,LONG,2.510009765625,3.69500732421875,272,682.72265625,0.0,0.0,322.3193359375,0.4721087442855753,0,N/A,N/A,backtest
2025-08-11 14:30:00+00:00,2025-08-11 16:30:00+00:00,SPY_C_635.0_2025-08-11,N/A,LONG,2.59002685546875,2.18499755859375,289,748.5177612304688,0.0,0.0,-117.053466796875,-0.15638034641215978,0,N/A,N/A,backtest
2025-08-20 14:30:00+00:00,2025-08-20 16:30:00+00:00,SPY_C_634.0_2025-08-20,N/A,LONG,2.875,2.55999755859375,252,724.5,0.0,0.0,-79.380615234375,-0.10956606657608696,0,N/A,N/A,backtest
2025-08-21 14:30:00+00:00,2025-08-21 16:30:00+00:00,SPY_P_634.0_2025-08-21,N/A,LONG,0.5,0.0,1419,709.5,0.0,0.0,-709.5,-1.0,0,N/A,N/A,backtest
2025-08-22 14:30:00+00:00,2025-08-22 16:30:00+00:00,SPY_P_643.0_2025-08-22,N/A,LONG,0.5,0.0,1135,567.5,0.0,0.0,-567.5,-1.0,0,N/A,N/A,backtest
2025-08-26 14:30:00+00:00,2025-08-26 16:30:00+00:00,SPY_P_640.0_2025-08-26,N/A,LONG,0.5,0.0,908,454.0,0.0,0.0,-454.0,-1.0,0,N/A,N/A,backtest
2025-09-02 14:30:00+00:00,2025-09-02 16:30:00+00:00,SPY_P_634.0_2025-09-02,N/A,LONG,0.5,0.0,726,363.0,0.0,0.0,-363.0,-1.0,0,N/A,N/A,backtest
2025-09-23 15:30:00+00:00,2025-09-23 16:30:00+00:00,SPY_P_661.0_2025-09-23,N/A,LONG,0.5,0.0,581,290.5,0.0,0.0,-290.5,-1.0,0,N/A,N/A,backtest
2025-09-24 14:30:00+00:00,2025-09-24 16:30:00+00:00,SPY_P_659.0_2025-09-24,N/A,LONG,0.5,0.0,465,232.5,0.0,0.0,-232.5,-1.0,0,N/A,N/A,backtest
2025-10-10 14:30:00+00:00,2025-10-10 16:30:00+00:00,SPY_P_659.0_2025-10-10,N/A,LONG,0.5,0.0,372,186.0,0.0,0.0,-186.0,-1.0,0,N/A,N/A,backtest
2025-10-13 14:30:00+00:00,2025-10-13 16:30:00+00:00,SPY_C_659.0_2025-10-13,N/A,LONG,4.219970703125,4.1199951171875,35,147.698974609375,0.0,0.0,-3.4991455078125,-0.023691061614116285,0,N/A,N/A,backtest
2025-10-14 14:30:00+00:00,2025-10-14 16:30:00+00:00,SPY_C_656.0_2025-10-14,N/A,LONG,4.17498779296875,9.3499755859375,35,146.12457275390625,0.0,0.0,181.12457275390625,1.239521658406795,0,N/A,N/A,backtest
2025-10-15 14:30:00+00:00,2025-10-15 16:30:00+00:00,SPY_P_664.0_2025-10-15,N/A,LONG,0.5,3.1400146484375,369,184.5,0.0,0.0,974.1654052734375,5.280029296875,0,N/A,N/A,backtest
2025-10-16 14:30:00+00:00,2025-10-16 16:30:00+00:00,SPY_C_662.0_2025-10-16,N/A,LONG,4.31500244140625,1.5040283203125,87,375.40521240234375,0.0,0.0,-244.55474853515625,-0.6514420696776384,0,N/A,N/A,backtest
2025-10-17 14:30:00+00:00,2025-10-17 16:30:00+00:00,SPY_C_656.0_2025-10-17,N/A,LONG,3.91998291015625,5.19000244140625,84,329.278564453125,0.0,0.0,106.681640625,0.32398598676527834,0,N/A,N/A,backtest
2025-10-20 15:30:00+00:00,2025-10-20 16:30:00+00:00,SPY_C_667.0_2025-10-20,N/A,LONG,4.30999755859375,4.60992431640625,81,349.10980224609375,0.0,0.0,24.2940673828125,0.06958861431707145,0,N/A,N/A,backtest
2025-10-31 14:30:00+00:00,2025-10-31 16:30:00+00:00,SPY_P_679.0_2025-10-31,N/A,LONG,0.5,0.0,713,356.5,0.0,0.0,-356.5,-1.0,0,N/A,N/A,backtest
2025-11-03 14:30:00+00:00,2025-11-03 16:30:00+00:00,SPY_C_676.0_2025-11-03,N/A,LONG,4.96002197265625,6.74798583984375,57,282.72125244140625,0.0,0.0,101.9139404296875,0.360474989232757,0,N/A,N/A,backtest
2025-11-04 14:30:00+00:00,2025-11-04 16:30:00+00:00,SPY_P_675.0_2025-11-04,N/A,LONG,0.5,0.0,611,305.5,0.0,0.0,-305.5,-1.0,0,N/A,N/A,backtest
2025-11-05 14:30:00+00:00,2025-11-05 16:30:00+00:00,SPY_C_673.0_2025-11-05,N/A,LONG,4.94000244140625,7.0458984375,49,242.06011962890625,0.0,0.0,103.18890380859375,0.4262945253715853,0,N/A,N/A,backtest
2025-11-06 15:30:00+00:00,2025-11-06 16:30:00+00:00,SPY_P_667.0_2025-11-06,N/A,LONG,0.5,0.0,530,265.0,0.0,0.0,-265.0,-1.0,0,N/A,N/A,backtest
2025-11-07 14:30:00+00:00,2025-11-07 16:30:00+00:00,SPY_P_662.0_2025-11-07,N/A,LONG,0.5,0.0,424,212.0,0.0,0.0,-212.0,-1.0,0,N/A,N/A,backtest
2025-11-10 14:30:00+00:00,2025-11-10 16:30:00+00:00,SPY_P_674.0_2025-11-10,N/A,LONG,0.5,0.0,339,169.5,0.0,0.0,-169.5,-1.0,0,N/A,N/A,backtest
2025-11-12 14:30:00+00:00,2025-11-12 16:30:00+00:00,SPY_P_679.0_2025-11-12,N/A,LONG,0.5,0.0,272,136.0,0.0,0.0,-136.0,-1.0,0,N/A,N/A,backtest
2025-11-13 14:30:00+00:00,2025-11-13 16:30:00+00:00,SPY_P_674.0_2025-11-13,N/A,LONG,0.5,0.0,217,108.5,0.0,0.0,-108.5,-1.0,0,N/A,N/A,backtest
2025-11-14 14:30:00+00:00,2025-11-14 16:30:00+00:00,SPY_C_666.0_2025-11-14,N/A,LONG,4.28997802734375,9.04998779296875,20,85.799560546875,0.0,0.0,95.2001953125,1.1095650689316658,0,N/A,N/A,backtest
2025-11-17 14:30:00+00:00,2025-11-17 16:30:00+00:00,SPY_C_668.0_2025-11-17,N/A,LONG,4.55999755859375,4.31011962890625,23,104.87994384765625,0.0,0.0,-5.7471923828125,-0.05479782093667599,0,N/A,N/A,backtest
2025-11-18 14:30:00+00:00,2025-11-18 16:30:00+00:00,SPY_P_656.0_2025-11-18,N/A,LONG,0.5,0.0,210,105.0,0.0,0.0,-105.0,-1.0,0,N/A,N/A,backtest
2025-11-19 14:30:00+00:00,2025-11-19 16:30:00+00:00,SPY_P_662.0_2025-11-19,N/A,LONG,0.5,0.83001708984375,168,84.0,0.0,0.0,55.44287109375,0.6600341796875,0,N/A,N/A,backtest
2025-11-20 14:30:00+00:00,2025-11-20 16:30:00+00:00,SPY_P_671.0_2025-11-20,N/A,LONG,0.5,12.42999267578125,190,95.0,0.0,0.0,2266.6986083984375,23.8599853515625,0,N/A,N/A,backtest
2025-11-21 14:30:00+00:00,2025-11-21 16:30:00+00:00,SPY_C_650.0_2025-11-21,N/A,LONG,3.58001708984375,10.3800048828125,153,547.7426147460938,0.0,0.0,1040.3981323242188,1.8994288636944847,0,N/A,N/A,backtest
2025-11-24 14:30:00+00:00,2025-11-24 16:30:00+00:00,SPY_C_662.0_2025-11-24,N/A,LONG,4.04498291015625,6.18560791015625,187,756.4118041992188,0.0,0.0,400.296875,0.5292049552608151,0,N/A,N/A,backtest
2025-11-25 14:30:00+00:00,2025-11-25 16:30:00+00:00,SPY_C_665.0_2025-11-25,N/A,LONG,4.08001708984375,8.32000732421875,205,836.4035034179688,0.0,0.0,869.197998046875,1.0392089398177928,0,N/A,N/A,backtest
2025-12-01 14:30:00+00:00,2025-12-01 16:30:00+00:00,SPY_C_675.0_2025-12-01,N/A,LONG,5.33001708984375,7.010009765625,189,1007.3732299804688,0.0,0.0,317.51861572265625,0.31519461334982307,0,N/A,N/A,backtest
2025-12-03 14:30:00+00:00,2025-12-03 16:30:00+00:00,SPY_C_677.0_2025-12-03,N/A,LONG,5.17999267578125,6.55999755859375,207,1072.2584838867188,0.0,0.0,285.6610107421875,0.2664105857262369,0,N/A,N/A,backtest
2025-12-05 14:30:00+00:00,2025-12-05 16:30:00+00:00,SPY_P_683.0_2025-12-05,N/A,LONG,0.5,0.0,2262,1131.0,0.0,0.0,-1131.0,-1.0,0,N/A,N/A,backtest
2025-12-11 14:30:00+00:00,2025-12-11 16:30:00+00:00,SPY_P_681.0_2025-12-11,N/A,LONG,0.5,0.0,1809,904.5,0.0,0.0,-904.5,-1.0,0,N/A,N/A,backtest
2025-12-12 14:30:00+00:00,2025-12-12 16:30:00+00:00,SPY_P_679.0_2025-12-12,N/A,LONG,0.5,0.0,1447,723.5,0.0,0.0,-723.5,-1.0,0,N/A,N/A,backtest
2025-12-15 14:30:00+00:00,2025-12-15 16:30:00+00:00,SPY_C_675.0_2025-12-15,N/A,LONG,5.32000732421875,5.6500244140625,108,574.560791015625,0.0,0.0,35.641845703125,0.06203320216146759,0,N/A,N/A,backtest
